independentRank,learningStage,userTier,masteryTarget,priorityScore,canonicalForm,displayForm,unitType,independentStudy,formOfCanonical,formRelationType,parentLexicalUnitId,sourceBookCount,sourceFamilyCount,qualityStatus,lexicalUnitId,prerequisiteLexicalUnitIds,formCandidates
11774,S4_broad_receptive,R1,receptive_fluent,340,backwater,backwater,lexeme_candidate,True,,,,4,4,unreviewed,lu:74a42a38b606191b2e,,[]
11775,S4_broad_receptive,R1,receptive_fluent,340,beet,beet,lexeme_candidate,True,,,,4,4,unreviewed,lu:e79b96839f0497efe5,,[]
11776,S4_broad_receptive,R1,receptive_fluent,340,benediction,benediction,lexeme_candidate,True,,,,4,4,unreviewed,lu:a533bb7a455848ee78,,[]
11777,S4_broad_receptive,R1,receptive_fluent,340,bequest,bequest,lexeme_candidate,True,,,,4,4,unreviewed,lu:8d59b98968e838bdf7,,[]
11778,S4_broad_receptive,R1,receptive_fluent,340,biodiversity,biodiversity,lexeme_candidate,True,,,,4,4,unreviewed,lu:43264a68b8e21975fe,,[]
11779,S4_broad_receptive,R1,receptive_fluent,340,bisect,bisect,lexeme_candidate,True,,,,4,4,unreviewed,lu:c3b41c6d1b03dc36e5,,[]
11780,S4_broad_receptive,R1,receptive_fluent,340,blindfold,blindfold,lexeme_candidate,True,,,,4,4,unreviewed,lu:104dc2505e0963f0a3,,[]
11781,S4_broad_receptive,R1,receptive_fluent,340,bombastic,bombastic,lexeme_candidate,True,,,,6,4,unreviewed,lu:e06db1b5e40bd03b01,,[]
11782,S4_broad_receptive,R1,receptive_fluent,340,boundless,boundless,lexeme_candidate,True,,,,4,4,unreviewed,lu:74183ab53aabedafd6,,[]
11783,S4_broad_receptive,R1,receptive_fluent,340,bountiful,bountiful,lexeme_candidate,True,,,,4,4,unreviewed,lu:26bb2d0baaaa1cd49f,,[]
11784,S4_broad_receptive,R1,receptive_fluent,340,bounty,bounty,lexeme_candidate,True,,,,4,4,unreviewed,lu:d921394961fe750dab,,[]
11785,S4_broad_receptive,R1,receptive_fluent,340,bourgeois,bourgeois,lexeme_candidate,True,,,,4,4,unreviewed,lu:73e268358adc45aa4d,,[]
11786,S4_broad_receptive,R1,receptive_fluent,340,bout,bout,lexeme_candidate,True,,,,4,4,unreviewed,lu:f6a4bdb8c7d087ae61,,[]
11787,S4_broad_receptive,R1,receptive_fluent,340,brigade,brigade,lexeme_candidate,True,,,,4,4,unreviewed,lu:75ddb8961ae927f823,,[]
11788,S4_broad_receptive,R1,receptive_fluent,340,brunch,brunch,lexeme_candidate,True,,,,5,4,unreviewed,lu:d61c2255f337f7e073,,[]
11789,S4_broad_receptive,R1,receptive_fluent,340,cantata,cantata,lexeme_candidate,True,,,,4,4,unreviewed,lu:32c67f311e7441c89d,,[]
11790,S4_broad_receptive,R1,receptive_fluent,340,chicago,chicago,lexeme_candidate,True,,,,4,4,unreviewed,lu:37b037be6986c014d3,,[]
11791,S4_broad_receptive,R1,receptive_fluent,340,chubby,chubby,lexeme_candidate,True,,,,4,4,unreviewed,lu:0cd48ee6e03b711ce7,,[]
11792,S4_broad_receptive,R1,receptive_fluent,340,coefficient,coefficient,lexeme_candidate,True,,,,4,4,unreviewed,lu:4edc30f4321bfbb357,,[]
11793,S4_broad_receptive,R1,receptive_fluent,340,collusion,collusion,lexeme_candidate,True,,,,6,4,unreviewed,lu:a17e6dfaa9ab20580e,,[]
11794,S4_broad_receptive,R1,receptive_fluent,340,colossus,colossus,lexeme_candidate,True,,,,4,4,unreviewed,lu:f127e8f185550e416a,,[]
11795,S4_broad_receptive,R1,receptive_fluent,340,contestant,contestant,lexeme_candidate,True,,,,4,4,unreviewed,lu:410a19a6cedc930d6e,,[]
11796,S4_broad_receptive,R1,receptive_fluent,340,crimson,crimson,lexeme_candidate,True,,,,4,4,unreviewed,lu:cafe9064101c98a8c1,,[]
11797,S4_broad_receptive,R1,receptive_fluent,340,dais,dais,lexeme_candidate,True,,,,4,4,unreviewed,lu:19a9e4ab991ff3f0df,,[]
11798,S4_broad_receptive,R1,receptive_fluent,340,dauntless,dauntless,lexeme_candidate,True,,,,4,4,unreviewed,lu:0803e51e436fe152ff,,[]
11799,S4_broad_receptive,R1,receptive_fluent,340,decorous,decorous,lexeme_candidate,True,,,,6,4,unreviewed,lu:238730871ba057a8eb,,[]
11800,S4_broad_receptive,R1,receptive_fluent,340,deluxe,deluxe,lexeme_candidate,True,,,,4,4,unreviewed,lu:964072184fffc09bd1,,[]
11801,S4_broad_receptive,R1,receptive_fluent,340,demise,demise,lexeme_candidate,True,,,,6,4,unreviewed,lu:b93d8d9d4804d0cbb2,,[]
11802,S4_broad_receptive,R1,receptive_fluent,340,denominate,denominate,lexeme_candidate,True,,,,4,4,unreviewed,lu:c3cd2cbd90afb961d4,,[]
11803,S4_broad_receptive,R1,receptive_fluent,340,descriptive,descriptive,lexeme_candidate,True,,,,4,4,unreviewed,lu:4d35cc890bb4396f94,,[]
11804,S4_broad_receptive,R1,receptive_fluent,340,desirous,desirous,lexeme_candidate,True,,,,4,4,unreviewed,lu:aea82a21f5649bf46f,,[]
11805,S4_broad_receptive,R1,receptive_fluent,340,dike,dike,lexeme_candidate,True,,,,4,4,unreviewed,lu:b77814bb07032e0430,,[]
11806,S4_broad_receptive,R1,receptive_fluent,340,disembark,disembark,lexeme_candidate,True,,,,4,4,unreviewed,lu:28217294a2360a056d,,[]
11807,S4_broad_receptive,R1,receptive_fluent,340,dislodge,dislodge,lexeme_candidate,True,,,,4,4,unreviewed,lu:127343a22ed8271a78,,[]
11808,S4_broad_receptive,R1,receptive_fluent,340,dispirit,dispirit,lexeme_candidate,True,,,,4,4,unreviewed,lu:48292b0eefc4ab20f3,,[]
11809,S4_broad_receptive,R1,receptive_fluent,340,doctorate,doctorate,lexeme_candidate,True,,,,4,4,unreviewed,lu:14ce4aa6e0a80a2ee2,,[]
11810,S4_broad_receptive,R1,receptive_fluent,340,domineering,domineering,lexeme_candidate,True,,,,4,4,unreviewed,lu:7caf4c91e88e0591bc,,"[{""canonicalForm"":""domineer"",""confidence"":""medium"",""lexicalUnitId"":""lu:5b23a87c361800088d"",""relationType"":""present_participle""}]"
11811,S4_broad_receptive,R1,receptive_fluent,340,dormancy,dormancy,lexeme_candidate,True,,,,6,4,unreviewed,lu:aa9a9c9ccb3942fe7a,,[]
11812,S4_broad_receptive,R1,receptive_fluent,340,downcast,downcast,lexeme_candidate,True,,,,4,4,unreviewed,lu:ac474824b7b11055ab,,[]
11813,S4_broad_receptive,R1,receptive_fluent,340,downstream,downstream,lexeme_candidate,True,,,,4,4,unreviewed,lu:c0f073ac87660614f6,,[]
11814,S4_broad_receptive,R1,receptive_fluent,340,duty-free,duty-free,lexeme_candidate,True,,,,4,4,unreviewed,lu:3f500d11bcc3f40683,,[]
11815,S4_broad_receptive,R1,receptive_fluent,340,earthly,earthly,lexeme_candidate,True,,,,4,4,unreviewed,lu:fa3cf40e97276fe49c,,[]
11816,S4_broad_receptive,R1,receptive_fluent,340,eclecticism,eclecticism,lexeme_candidate,True,,,,4,4,unreviewed,lu:6f3579a5b817d32c0f,,[]
11817,S4_broad_receptive,R1,receptive_fluent,340,edify,edify,lexeme_candidate,True,,,,6,4,unreviewed,lu:9edb0ae5c55436addf,,[]
11818,S4_broad_receptive,R1,receptive_fluent,340,electromagnet,electromagnet,lexeme_candidate,True,,,,4,4,unreviewed,lu:cfbdd65dfe792b3164,,[]
11819,S4_broad_receptive,R1,receptive_fluent,340,enhancement,enhancement,lexeme_candidate,True,,,,6,4,unreviewed,lu:5dd15b164efbf4e523,,[]
11820,S4_broad_receptive,R1,receptive_fluent,340,enlightenment,enlightenment,lexeme_candidate,True,,,,6,4,unreviewed,lu:10c34cd0462b727f00,,[]
11821,S4_broad_receptive,R1,receptive_fluent,340,entree,entree,lexeme_candidate,True,,,,4,4,unreviewed,lu:09e6bda082a2ad227a,,[]
11822,S4_broad_receptive,R1,receptive_fluent,340,epitaph,epitaph,lexeme_candidate,True,,,,4,4,unreviewed,lu:eed3d45c447ffad5b4,,[]
11823,S4_broad_receptive,R1,receptive_fluent,340,eradication,eradication,lexeme_candidate,True,,,,4,4,unreviewed,lu:6dd8cf5d6129b44b99,,[]
11824,S4_broad_receptive,R1,receptive_fluent,340,eventful,eventful,lexeme_candidate,True,,,,4,4,unreviewed,lu:5b0469be30dc2e9548,,[]
11825,S4_broad_receptive,R1,receptive_fluent,340,facade,facade,lexeme_candidate,True,,,,4,4,unreviewed,lu:326f18b72aaa113bef,,[]
11826,S4_broad_receptive,R1,receptive_fluent,340,factious,factious,lexeme_candidate,True,,,,6,4,unreviewed,lu:033ba041565204ab3d,,[]
11827,S4_broad_receptive,R1,receptive_fluent,340,fatalism,fatalism,lexeme_candidate,True,,,,4,4,unreviewed,lu:acbd5b90e0199d9591,,[]
11828,S4_broad_receptive,R1,receptive_fluent,340,femininity,femininity,lexeme_candidate,True,,,,6,4,unreviewed,lu:6072ae7b6c2f5ab695,,[]
11829,S4_broad_receptive,R1,receptive_fluent,340,ferret,ferret,lexeme_candidate,True,,,,4,4,unreviewed,lu:ca380ab5c6901ab5f1,,[]
11830,S4_broad_receptive,R1,receptive_fluent,340,fete,fete,lexeme_candidate,True,,,,4,4,unreviewed,lu:5a159a341d655fbcc5,,[]
11831,S4_broad_receptive,R1,receptive_fluent,340,figurehead,figurehead,lexeme_candidate,True,,,,4,4,unreviewed,lu:789e83012337f1566f,,[]
11832,S4_broad_receptive,R1,receptive_fluent,340,financier,financier,lexeme_candidate,True,,,,4,4,unreviewed,lu:7d23ea851858b7f4e9,,[]
11833,S4_broad_receptive,R1,receptive_fluent,340,flannel,flannel,lexeme_candidate,True,,,,4,4,unreviewed,lu:7c1744096f66b63278,,[]
11834,S4_broad_receptive,R1,receptive_fluent,340,floral,floral,lexeme_candidate,True,,,,4,4,unreviewed,lu:56cd9a4b76c469df69,,[]
11835,S4_broad_receptive,R1,receptive_fluent,340,fragmentary,fragmentary,lexeme_candidate,True,,,,4,4,unreviewed,lu:2f74c9b1f47d8a3921,,[]
11836,S4_broad_receptive,R1,receptive_fluent,340,frivolity,frivolity,lexeme_candidate,True,,,,4,4,unreviewed,lu:6fcb587dd73839c9b6,,[]
11837,S4_broad_receptive,R1,receptive_fluent,340,girdle,girdle,lexeme_candidate,True,,,,4,4,unreviewed,lu:aa1bb0a698f2295213,,[]
11838,S4_broad_receptive,R1,receptive_fluent,340,gradient,gradient,lexeme_candidate,True,,,,4,4,unreviewed,lu:3f436fc49bdd2d0fa7,,[]
11839,S4_broad_receptive,R1,receptive_fluent,340,grouse,grouse,lexeme_candidate,True,,,,4,4,unreviewed,lu:cd71a416e2deaa09ae,,[]
11840,S4_broad_receptive,R1,receptive_fluent,340,grunt,grunt,lexeme_candidate,True,,,,4,4,unreviewed,lu:31b9c427b361c0e220,,[]
11841,S4_broad_receptive,R1,receptive_fluent,340,guileless,guileless,lexeme_candidate,True,,,,6,4,unreviewed,lu:1f39213df6f0ba5912,,[]
11842,S4_broad_receptive,R1,receptive_fluent,340,hemorrhage,hemorrhage,lexeme_candidate,True,,,,4,4,unreviewed,lu:40af51afdb6b267417,,[]
11843,S4_broad_receptive,R1,receptive_fluent,340,herdsman,herdsman,lexeme_candidate,True,,,,4,4,unreviewed,lu:857c38a05e56f7db6e,,[]
11844,S4_broad_receptive,R1,receptive_fluent,340,honorary,honorary,lexeme_candidate,True,,,,6,4,unreviewed,lu:7ae39b46d6487a11fe,,[]
11845,S4_broad_receptive,R1,receptive_fluent,340,horde,horde,lexeme_candidate,True,,,,4,4,unreviewed,lu:07814d63e457d93fda,,[]
11846,S4_broad_receptive,R1,receptive_fluent,340,illumination,illumination,lexeme_candidate,True,,,,4,4,unreviewed,lu:c80b52247c4c5f791c,,[]
11847,S4_broad_receptive,R1,receptive_fluent,340,impatience,impatience,lexeme_candidate,True,,,,4,4,unreviewed,lu:7a041ff948b6e11e4c,,[]
11848,S4_broad_receptive,R1,receptive_fluent,340,inaugural,inaugural,lexeme_candidate,True,,,,4,4,unreviewed,lu:8fc0f7c5e90067e23d,,[]
11849,S4_broad_receptive,R1,receptive_fluent,340,incongruous,incongruous,lexeme_candidate,True,,,,6,4,unreviewed,lu:2df5c9976ff381490e,,[]
11850,S4_broad_receptive,R1,receptive_fluent,340,indigestion,indigestion,lexeme_candidate,True,,,,6,4,unreviewed,lu:43ee1c6d8f839431cb,,[]
11851,S4_broad_receptive,R1,receptive_fluent,340,infirmary,infirmary,lexeme_candidate,True,,,,4,4,unreviewed,lu:7f87240b5140c0ed15,,[]
11852,S4_broad_receptive,R1,receptive_fluent,340,irreverent,irreverent,lexeme_candidate,True,,,,4,4,unreviewed,lu:aa76aceced5f82fe95,,[]
11853,S4_broad_receptive,R1,receptive_fluent,340,jurisprudence,jurisprudence,lexeme_candidate,True,,,,4,4,unreviewed,lu:9b7a1b0c7d4564e8b2,,[]
11854,S4_broad_receptive,R1,receptive_fluent,340,juror,juror,lexeme_candidate,True,,,,4,4,unreviewed,lu:6560500d124738720a,,[]
11855,S4_broad_receptive,R1,receptive_fluent,340,know-how,know-how,lexeme_candidate,True,,,,4,4,unreviewed,lu:2bcb8a53344db479a7,,[]
11856,S4_broad_receptive,R1,receptive_fluent,340,laurel,laurel,lexeme_candidate,True,,,,4,4,unreviewed,lu:875aff4dd13dacbb6c,,[]
11857,S4_broad_receptive,R1,receptive_fluent,340,leverage,leverage,lexeme_candidate,True,,,,6,4,unreviewed,lu:e07aedf5ae8c338d69,,[]
11858,S4_broad_receptive,R1,receptive_fluent,340,lighthouse,lighthouse,lexeme_candidate,True,,,,4,4,unreviewed,lu:4243eac1099e7e8ca8,,[]
11859,S4_broad_receptive,R1,receptive_fluent,340,look for,look for,multiword_expression,True,,,,7,3,unreviewed,lu:dd8fff749ca4570a9b,lu:34c8f4830eaf000a3b;lu:8447e4e424c7765a81,[]
11860,S4_broad_receptive,R1,receptive_fluent,340,loot,loot,lexeme_candidate,True,,,,4,4,unreviewed,lu:c576bd02bfa078a02b,,[]
11861,S4_broad_receptive,R1,receptive_fluent,340,mackintosh,mackintosh,lexeme_candidate,True,,,,4,4,unreviewed,lu:b99976fbaba922e2ab,,[]
11862,S4_broad_receptive,R1,receptive_fluent,340,magnesium,magnesium,lexeme_candidate,True,,,,4,4,unreviewed,lu:b909286c2ddb6fa0ec,,[]
11863,S4_broad_receptive,R1,receptive_fluent,340,maim,maim,lexeme_candidate,True,,,,4,4,unreviewed,lu:4089e0f304393eb52b,,[]
11864,S4_broad_receptive,R1,receptive_fluent,340,manpower,manpower,lexeme_candidate,True,,,,6,4,unreviewed,lu:690c20191bd4fdf008,,[]
11865,S4_broad_receptive,R1,receptive_fluent,340,maxim,maxim,lexeme_candidate,True,,,,4,4,unreviewed,lu:9f1d9808948c17e946,,[]
11866,S4_broad_receptive,R1,receptive_fluent,340,mechanize,mechanize,lexeme_candidate,True,,,,6,4,unreviewed,lu:1941d996b801d4d00f,,[]
11867,S4_broad_receptive,R1,receptive_fluent,340,mediocrity,mediocrity,lexeme_candidate,True,,,,4,4,unreviewed,lu:7f8b4b578e071e67ba,,[]
11868,S4_broad_receptive,R1,receptive_fluent,340,melodrama,melodrama,lexeme_candidate,True,,,,4,4,unreviewed,lu:e3a45a5e86d1d09e08,,[]
11869,S4_broad_receptive,R1,receptive_fluent,340,mentality,mentality,lexeme_candidate,True,,,,6,4,unreviewed,lu:ec83fa7932dfbaeffa,,[]
11870,S4_broad_receptive,R1,receptive_fluent,340,mercantile,mercantile,lexeme_candidate,True,,,,4,4,unreviewed,lu:f753994fda3e877ee0,,[]
11871,S4_broad_receptive,R1,receptive_fluent,340,metallurgy,metallurgy,lexeme_candidate,True,,,,4,4,unreviewed,lu:d447325b651fde3031,,[]
11872,S4_broad_receptive,R1,receptive_fluent,340,migraine,migraine,lexeme_candidate,True,,,,4,4,unreviewed,lu:58ad41353dad8147b1,,[]
11873,S4_broad_receptive,R1,receptive_fluent,340,moderation,moderation,lexeme_candidate,True,,,,6,4,unreviewed,lu:cd051a123906b4f1dd,,[]
11874,S4_broad_receptive,R1,receptive_fluent,340,monogamy,monogamy,lexeme_candidate,True,,,,4,4,unreviewed,lu:4750d87e1ccf66565f,,[]
11875,S4_broad_receptive,R1,receptive_fluent,340,morphine,morphine,lexeme_candidate,True,,,,4,4,unreviewed,lu:f560523f282f6b72b3,,[]
11876,S4_broad_receptive,R1,receptive_fluent,340,mortar,mortar,lexeme_candidate,True,,,,4,4,unreviewed,lu:69eb3a2f927c479ba8,,[]
11877,S4_broad_receptive,R1,receptive_fluent,340,multilateral,multilateral,lexeme_candidate,True,,,,4,4,unreviewed,lu:561b3ba51a20fc605a,,[]
11878,S4_broad_receptive,R1,receptive_fluent,340,multiplication,multiplication,lexeme_candidate,True,,,,4,4,unreviewed,lu:abd96cc3fe612a8e31,,[]
11879,S4_broad_receptive,R1,receptive_fluent,340,mutilate,mutilate,lexeme_candidate,True,,,,4,4,unreviewed,lu:e0485afdfc3af9dd01,,[]
11880,S4_broad_receptive,R1,receptive_fluent,340,notation,notation,lexeme_candidate,True,,,,6,4,unreviewed,lu:5efdc5b2dfb4ca120f,,[]
11881,S4_broad_receptive,R1,receptive_fluent,340,oats,oats,lexeme_candidate,True,,,,4,4,unreviewed,lu:20ee328b2048a191f6,,"[{""canonicalForm"":""oat"",""confidence"":""medium"",""lexicalUnitId"":""lu:4f57b5972cd07bcd10"",""relationType"":""plural_or_3sg""}]"
11882,S4_broad_receptive,R1,receptive_fluent,340,oblivion,oblivion,lexeme_candidate,True,,,,4,4,unreviewed,lu:22295c799ff5afb433,,[]
11883,S4_broad_receptive,R1,receptive_fluent,340,orator,orator,lexeme_candidate,True,,,,4,4,unreviewed,lu:bd7754e9d0ee9081a2,,[]
11884,S4_broad_receptive,R1,receptive_fluent,340,orbital,orbital,lexeme_candidate,True,,,,4,4,unreviewed,lu:e0b442e022a9f0838f,,[]
11885,S4_broad_receptive,R1,receptive_fluent,340,overdose,overdose,lexeme_candidate,True,,,,4,4,unreviewed,lu:20cb59bd2767aef519,,[]
11886,S4_broad_receptive,R1,receptive_fluent,340,pageant,pageant,lexeme_candidate,True,,,,4,4,unreviewed,lu:4814622a07f262f030,,[]
11887,S4_broad_receptive,R1,receptive_fluent,340,pathos,pathos,lexeme_candidate,True,,,,4,4,unreviewed,lu:08ca39aec0ffc2ea0e,,[]
11888,S4_broad_receptive,R1,receptive_fluent,340,patriarchal,patriarchal,lexeme_candidate,True,,,,4,4,unreviewed,lu:7efd0bbd84d3e527cc,,[]
11889,S4_broad_receptive,R1,receptive_fluent,340,penetrating,penetrating,lexeme_candidate,True,,,,4,4,unreviewed,lu:43e81da096e9e2e818,,"[{""canonicalForm"":""penetrate"",""confidence"":""medium"",""lexicalUnitId"":""lu:bb5abfc676394ff8fb"",""relationType"":""present_participle""}]"
11890,S4_broad_receptive,R1,receptive_fluent,340,pentagon,pentagon,lexeme_candidate,True,,,,4,4,unreviewed,lu:43ba44dd089358b01c,,[]
11891,S4_broad_receptive,R1,receptive_fluent,340,perishable,perishable,lexeme_candidate,True,,,,6,4,unreviewed,lu:ee903768960f38fe60,,[]
11892,S4_broad_receptive,R1,receptive_fluent,340,pinnacle,pinnacle,lexeme_candidate,True,,,,6,4,unreviewed,lu:e119f2fe01fffe3320,,[]
11893,S4_broad_receptive,R1,receptive_fluent,340,plaque,plaque,lexeme_candidate,True,,,,4,4,unreviewed,lu:1b3e5687566fc0cbe9,,[]
11894,S4_broad_receptive,R1,receptive_fluent,340,plasma,plasma,lexeme_candidate,True,,,,4,4,unreviewed,lu:01188529b72b312f14,,[]
11895,S4_broad_receptive,R1,receptive_fluent,340,polo,polo,lexeme_candidate,True,,,,4,4,unreviewed,lu:1c95bebd87953ad4ea,,[]
11896,S4_broad_receptive,R1,receptive_fluent,340,potency,potency,lexeme_candidate,True,,,,4,4,unreviewed,lu:57492b2cc002a2b00c,,[]
11897,S4_broad_receptive,R1,receptive_fluent,340,preoccupy,preoccupy,lexeme_candidate,True,,,,4,4,unreviewed,lu:f99ec8d3da68a6df30,,[]
11898,S4_broad_receptive,R1,receptive_fluent,340,profuse,profuse,lexeme_candidate,True,,,,6,4,unreviewed,lu:34cb03636d726f3d74,,[]
11899,S4_broad_receptive,R1,receptive_fluent,340,prolonged,prolonged,lexeme_candidate,True,,,,4,4,unreviewed,lu:894ea20690873b2780,,"[{""canonicalForm"":""prolong"",""confidence"":""medium"",""lexicalUnitId"":""lu:1d04e3d58fedb8a897"",""relationType"":""past_or_participle""}]"
11900,S4_broad_receptive,R1,receptive_fluent,340,prophesy,prophesy,lexeme_candidate,True,,,,4,4,unreviewed,lu:fd3941f4e4269e1b27,,[]
11901,S4_broad_receptive,R1,receptive_fluent,340,punctuate,punctuate,lexeme_candidate,True,,,,4,4,unreviewed,lu:0f9c655ed69274083d,,[]
11902,S4_broad_receptive,R1,receptive_fluent,340,quicken,quicken,lexeme_candidate,True,,,,4,4,unreviewed,lu:e35f6019278f7ccf28,,[]
11903,S4_broad_receptive,R1,receptive_fluent,340,ratification,ratification,lexeme_candidate,True,,,,6,4,unreviewed,lu:5ba34230d6bea97103,,[]
11904,S4_broad_receptive,R1,receptive_fluent,340,rationality,rationality,lexeme_candidate,True,,,,4,4,unreviewed,lu:73b955a6ac0d63b301,,[]
11905,S4_broad_receptive,R1,receptive_fluent,340,ravine,ravine,lexeme_candidate,True,,,,4,4,unreviewed,lu:470e649a16a13fa92c,,[]
11906,S4_broad_receptive,R1,receptive_fluent,340,rebut,rebut,lexeme_candidate,True,,,,4,4,unreviewed,lu:26b9f2154e1e38890c,,[]
11907,S4_broad_receptive,R1,receptive_fluent,340,resurgent,resurgent,lexeme_candidate,True,,,,4,4,unreviewed,lu:e301dec92c0a36ad51,,[]
11908,S4_broad_receptive,R1,receptive_fluent,340,sanatorium,sanatorium,lexeme_candidate,True,,,,4,4,unreviewed,lu:02b01e84a1ca4c7939,,[]
11909,S4_broad_receptive,R1,receptive_fluent,340,seine,seine,lexeme_candidate,True,,,,4,4,unreviewed,lu:4bcba5f715c4a7f0e8,,[]
11910,S4_broad_receptive,R1,receptive_fluent,340,sentient,sentient,lexeme_candidate,True,,,,6,4,unreviewed,lu:550af38d7540353f57,,[]
11911,S4_broad_receptive,R1,receptive_fluent,340,serum,serum,lexeme_candidate,True,,,,4,4,unreviewed,lu:a2d67e84c0b1e6f458,,[]
11912,S4_broad_receptive,R1,receptive_fluent,340,sheath,sheath,lexeme_candidate,True,,,,4,4,unreviewed,lu:ef0b5203bad76a7b25,,[]
11913,S4_broad_receptive,R1,receptive_fluent,340,shimmer,shimmer,lexeme_candidate,True,,,,4,4,unreviewed,lu:7233ccd1cf936b0ad4,,[]
11914,S4_broad_receptive,R1,receptive_fluent,340,showcase,showcase,lexeme_candidate,True,,,,6,4,unreviewed,lu:401694474e27eda79e,,[]
11915,S4_broad_receptive,R1,receptive_fluent,340,shrill,shrill,lexeme_candidate,True,,,,4,4,unreviewed,lu:0a0da1b3b9f5fcfd77,,[]
11916,S4_broad_receptive,R1,receptive_fluent,340,simplistic,simplistic,lexeme_candidate,True,,,,4,4,unreviewed,lu:0ec72cf17329eecad7,,[]
11917,S4_broad_receptive,R1,receptive_fluent,340,slag,slag,lexeme_candidate,True,,,,4,4,conflicting_variants,lu:8d8a8c3cf12060eb32,,[]
11918,S4_broad_receptive,R1,receptive_fluent,340,soot,soot,lexeme_candidate,True,,,,4,4,unreviewed,lu:ca49bd353de06964b5,,[]
11919,S4_broad_receptive,R1,receptive_fluent,340,sophistication,sophistication,lexeme_candidate,True,,,,4,4,unreviewed,lu:72dfe01d641b4fc3dc,,[]
11920,S4_broad_receptive,R1,receptive_fluent,340,speculator,speculator,lexeme_candidate,True,,,,4,4,unreviewed,lu:67a7a1a50e39811847,,[]
11921,S4_broad_receptive,R1,receptive_fluent,340,spherical,spherical,lexeme_candidate,True,,,,4,4,unreviewed,lu:27b56995238cb9e698,,[]
11922,S4_broad_receptive,R1,receptive_fluent,340,statistically,statistically,lexeme_candidate,True,,,,6,4,unreviewed,lu:283d56725eada3e380,,[]
11923,S4_broad_receptive,R1,receptive_fluent,340,steamship,steamship,lexeme_candidate,True,,,,4,4,unreviewed,lu:44a5cf549bede26a52,,[]
11924,S4_broad_receptive,R1,receptive_fluent,340,subdivide,subdivide,lexeme_candidate,True,,,,4,4,unreviewed,lu:ca979adcb6ca0cd1b7,,[]
11925,S4_broad_receptive,R1,receptive_fluent,340,susceptibility,susceptibility,lexeme_candidate,True,,,,4,4,unreviewed,lu:f2ab451409a39aac9b,,[]
11926,S4_broad_receptive,R1,receptive_fluent,340,swipe,swipe,lexeme_candidate,True,,,,6,4,unreviewed,lu:2e3e5552ecf019ad12,,[]
11927,S4_broad_receptive,R1,receptive_fluent,340,symptomatic,symptomatic,lexeme_candidate,True,,,,6,4,unreviewed,lu:200b3d917e5c8f5fd4,,[]
11928,S4_broad_receptive,R1,receptive_fluent,340,thermostat,thermostat,lexeme_candidate,True,,,,4,4,unreviewed,lu:5ebedbaa8fa9465f89,,[]
11929,S4_broad_receptive,R1,receptive_fluent,340,thoughtless,thoughtless,lexeme_candidate,True,,,,6,4,unreviewed,lu:aad7854346308f76ac,,[]
11930,S4_broad_receptive,R1,receptive_fluent,340,thresh,thresh,lexeme_candidate,True,,,,4,4,unreviewed,lu:84ba8da7485e3a7fda,,[]
11931,S4_broad_receptive,R1,receptive_fluent,340,transformer,transformer,lexeme_candidate,True,,,,4,4,unreviewed,lu:a95c1a37b7c2ffb2e4,,[]
